,event_id,station,components,time,duration,amplitude,energy,signal_type
173,20180101T114009Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T11:40:09.103392Z,6.68,457.920624126,381223.165522,amplitude
174,20180101T114350Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T11:43:50.743392Z,35.04,651.491615455,2777567.93113,amplitude
175,20180101T114621Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T11:46:21.803392Z,1.64,661.293089764,91087.9817142,amplitude
176,20180101T114930Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T11:49:30.143392Z,5.34,505.408904325,269600.048344,amplitude
177,20180101T115119Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T11:51:19.603392Z,33.9,656.612857949,1982512.66478,amplitude
178,20180101T115953Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T11:59:53.563392Z,19.72,773.982751462,1058299.55686,amplitude
179,20180101T120118Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T12:01:18.743392Z,26.18,545.489419564,1312387.63459,amplitude
180,20180101T120249Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T12:02:49.263392Z,223.42,890.180330283,19438738.1108,amplitude
181,20180101T121538Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T12:15:38.683392Z,19.08,637.355107852,1046414.56583,amplitude
182,20180101T122139Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T12:21:39.143392Z,180.64,795.491099872,15313633.5229,amplitude
183,20180101T123237Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T12:32:37.083392Z,11.24,468.578502886,513455.904243,amplitude
184,20180101T123811Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T12:38:11.423392Z,102.42,687.15823975,8540039.82573,amplitude
185,20180101T124255Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T12:42:55.643392Z,6.4,542.754324355,290844.609267,amplitude
186,20180101T124500Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T12:45:00.003392Z,18.2,622.742300339,768018.926969,amplitude
187,20180101T125046Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T12:50:46.663392Z,3.94,581.075524719,107806.197518,amplitude
188,20180101T125443Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T12:54:43.203392Z,2.16,808.712408133,164413.011436,amplitude
189,20180101T125550Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T12:55:50.363392Z,7.08,698.08527294,470604.714027,amplitude
190,20180101T125704Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T12:57:04.043392Z,51.8,771.912609398,3505143.08425,amplitude
191,20180101T125900Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T12:59:00.043392Z,11.6,617.505968261,679064.34867,amplitude
192,20180101T130354Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T13:03:54.563392Z,7.56,547.608157696,789181.103465,amplitude
193,20180101T130611Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T13:06:11.723392Z,157.5,3647.27922568,14530972.083,amplitude
194,20180101T131555Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T13:15:55.403392Z,15.32,609.299588077,1235184.23134,amplitude
195,20180101T132757Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T13:27:57.783392Z,9.38,487.680082981,791947.293284,amplitude
196,20180101T133047Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T13:30:47.503392Z,69.44,608.355904134,4081006.33855,amplitude
197,20180101T133358Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T13:33:58.183392Z,28.74,725.569498279,2817541.8303,amplitude
198,20180101T133837Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T13:38:37.643392Z,10.36,454.610768024,578900.167215,amplitude
199,20180101T135051Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T13:50:51.683392Z,10.24,657.688103266,644182.881071,amplitude
200,20180101T135442Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T13:54:42.243392Z,8.92,582.602182648,450780.778639,amplitude
201,20180101T140158Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T14:01:58.663392Z,11.54,642.934585045,673429.688611,amplitude
202,20180101T140501Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T14:05:01.543392Z,18.94,750.232417952,1256409.20372,amplitude
203,20180101T140821Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T14:08:21.343392Z,6.92,441.718158886,333554.83341,amplitude
204,20180101T141132Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T14:11:32.563392Z,9.66,549.725031444,436066.334146,amplitude
205,20180101T142016Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T14:20:16.203392Z,12.04,636.406878379,725006.50348,amplitude
206,20180101T142421Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T14:24:21.123392Z,14.22,571.906819213,659274.300628,amplitude
207,20180101T142601Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T14:26:01.183392Z,10.24,662.345298567,844456.901058,amplitude
208,20180101T142727Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T14:27:27.323392Z,207.3,960.616600288,18273555.7468,amplitude
209,20180101T143601Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T14:36:01.883392Z,15.98,686.637852067,919860.188332,amplitude
210,20180101T143913Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T14:39:13.703392Z,47.2,776.478015086,4992270.26469,amplitude
211,20180101T144106Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T14:41:06.483392Z,10.76,647.313043888,768531.762616,amplitude
212,20180101T144929Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T14:49:29.683392Z,8.96,700.515942343,622426.817222,amplitude
213,20180101T145208Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T14:52:08.883392Z,7.78,621.504643113,411399.983764,amplitude
214,20180101T145531Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T14:55:31.923392Z,5.92,563.812538668,318284.663082,amplitude
215,20180101T150329Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T15:03:29.903392Z,4.62,551.162136653,195458.716497,amplitude
216,20180101T150909Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T15:09:09.823392Z,45.14,870.592546065,3566331.61728,amplitude
217,20180101T151933Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T15:19:33.923392Z,152.5,828.750371668,13692849.6236,amplitude
218,20180101T152935Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T15:29:35.423392Z,13.4,628.791370446,874861.467503,amplitude
219,20180101T153230Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T15:32:30.923392Z,11.26,475.361701938,282119.224979,amplitude
220,20180101T153343Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T15:33:43.663392Z,8.2,614.844121393,431379.474205,amplitude
221,20180101T153546Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T15:35:46.363392Z,9.2,653.607270486,394208.467264,amplitude
222,20180101T153759Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T15:37:59.743392Z,16.24,747.275432473,733654.088739,amplitude
223,20180101T154317Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T15:43:17.143392Z,16.28,542.909202359,667528.238194,amplitude
224,20180101T154522Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T15:45:22.583392Z,26.34,598.640052787,2163917.74141,amplitude
225,20180101T154720Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T15:47:20.323392Z,21.18,514.804141214,910785.097406,amplitude
226,20180101T154848Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T15:48:48.803392Z,5.26,787.530045034,544914.327624,amplitude
227,20180101T155021Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T15:50:21.563392Z,15.62,626.74445855,957308.093576,amplitude
228,20180101T155356Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T15:53:56.883392Z,7.68,588.408084703,569905.585436,amplitude
229,20180101T155557Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T15:55:57.823392Z,13.68,562.764516668,533704.151398,amplitude
230,20180101T155852Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T15:58:52.243392Z,71.7,1045.42781467,6851598.26823,amplitude
231,20180101T160736Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T16:07:36.003392Z,3.96,565.497460123,377018.408798,amplitude
232,20180101T160934Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T16:09:34.983392Z,1.94,756.814999072,164693.604166,amplitude
233,20180101T161335Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T16:13:35.243392Z,55.46,662.735243305,4812706.23184,amplitude
234,20180101T161905Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T16:19:05.823392Z,3.58,609.473423485,119694.631818,amplitude
235,20180101T162039Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T16:20:39.863392Z,64.1,949.880930573,5657793.62373,amplitude
236,20180101T162515Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T16:25:15.883392Z,10.94,754.871621159,1483120.54248,amplitude
237,20180101T162904Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T16:29:04.383392Z,14.92,503.386169963,562033.943307,amplitude
238,20180101T163021Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T16:30:21.143392Z,3.0,549.848916975,161964.748392,amplitude
239,20180101T163203Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T16:32:03.463392Z,9.84,568.081379478,699720.511892,amplitude
240,20180101T163404Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T16:34:04.823392Z,14.5,720.340222325,728089.511944,amplitude
241,20180101T163825Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T16:38:25.183392Z,8.64,517.638722871,533578.545685,amplitude
242,20180101T164138Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T16:41:38.083392Z,2.28,603.267780785,90600.7109456,amplitude
243,20180101T164339Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T16:43:39.863392Z,7.4,521.694645077,396989.026561,amplitude
244,20180101T164527Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T16:45:27.803392Z,93.68,827.760723749,6678722.94577,amplitude
245,20180101T165353Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T16:53:53.143392Z,51.28,893.65183559,4600790.16606,amplitude
246,20180101T165837Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T16:58:37.403392Z,8.94,656.530427376,474738.308441,amplitude
247,20180101T170232Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T17:02:32.923392Z,232.04,1033.76699708,19309302.3303,amplitude
248,20180101T171416Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T17:14:16.323392Z,22.52,582.115331281,927985.247238,amplitude
249,20180101T171722Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T17:17:22.823392Z,11.54,556.591464379,525533.099893,amplitude
250,20180101T172304Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T17:23:04.483392Z,8.48,676.64912397,635532.443257,amplitude
251,20180101T172448Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T17:24:48.383392Z,7.88,452.264116133,281026.310067,amplitude
252,20180101T172628Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T17:26:28.003392Z,9.16,535.743477108,359305.600502,amplitude
253,20180101T173148Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T17:31:48.143392Z,91.76,668.95018157,6697615.64374,amplitude
254,20180101T174123Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T17:41:23.543392Z,16.04,625.838102679,1274881.28023,amplitude
255,20180101T174559Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T17:45:59.803392Z,8.68,530.01274914,667531.635774,amplitude
256,20180101T175027Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T17:50:27.963392Z,19.14,600.175006455,1210357.45703,amplitude
257,20180101T175321Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T17:53:21.523392Z,125.02,776.922467768,9914848.30595,amplitude
258,20180101T175742Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T17:57:42.263392Z,10.08,528.754740988,531086.098142,amplitude
259,20180101T180132Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T18:01:32.983392Z,10.68,521.054688823,574381.443106,amplitude
260,20180101T180316Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T18:03:16.403392Z,7.22,503.110059392,435666.7053,amplitude
261,20180101T181417Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T18:14:17.763392Z,19.6,662.565258317,961781.364598,amplitude
262,20180101T181555Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T18:15:55.243392Z,13.48,475.5377876,399337.397305,amplitude
263,20180101T182017Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T18:20:17.243392Z,3.54,626.681126126,165723.466673,amplitude
264,20180101T182854Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T18:28:54.683392Z,13.66,562.852921171,698507.136549,amplitude
265,20180101T183055Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T18:30:55.163392Z,43.44,619.595198437,1811876.77591,amplitude
266,20180101T183252Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T18:32:52.443392Z,50.14,700.89247093,3556226.30832,amplitude
267,20180101T183512Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T18:35:12.303392Z,14.14,448.882068494,507151.687826,amplitude
268,20180101T183636Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T18:36:36.103392Z,17.16,710.980280288,1541126.10777,amplitude
269,20180101T184513Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T18:45:13.943392Z,149.86,947.976252639,14141453.496,amplitude
270,20180101T185046Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T18:50:46.363392Z,12.04,589.637348129,609440.034161,amplitude
271,20180101T185319Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T18:53:19.403392Z,10.32,567.430962238,430184.181485,amplitude
272,20180101T190116Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T19:01:16.883392Z,22.76,701.491576475,1200201.99348,amplitude
273,20180101T190514Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T19:05:14.623392Z,31.72,750.261145036,2751076.57145,amplitude
274,20180101T190923Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T19:09:23.323392Z,8.46,564.860531596,476092.948942,amplitude
275,20180101T191307Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T19:13:07.363392Z,9.36,588.304222876,451703.152882,amplitude
276,20180101T191534Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T19:15:34.783392Z,21.88,671.47006398,1131023.68725,amplitude
277,20180101T192017Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T19:20:17.483392Z,13.46,760.219355251,734091.067343,amplitude
278,20180101T193053Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T19:30:53.943392Z,10.4,451.562517882,392526.628709,amplitude
279,20180101T193438Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T19:34:38.923392Z,7.12,531.892507785,692752.714421,amplitude
280,20180101T193611Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T19:36:11.423392Z,4.96,715.66637457,173123.120917,amplitude
281,20180101T193745Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T19:37:45.143392Z,22.88,758.206350525,1632665.72992,amplitude
282,20180101T194005Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T19:40:05.943392Z,24.9,597.236433105,1317488.96158,amplitude
283,20180101T194157Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T19:41:57.623392Z,14.12,810.484930384,1000299.94538,amplitude
284,20180101T194340Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T19:43:40.483392Z,9.62,581.250966885,368705.577444,amplitude
285,20180101T194812Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T19:48:12.503392Z,12.54,601.095665934,781187.315248,amplitude
286,20180101T195255Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T19:52:55.423392Z,4.36,658.100159673,259462.940727,amplitude
287,20180101T195531Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T19:55:31.843392Z,45.7,732.006046206,3354745.57066,amplitude
288,20180101T195800Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T19:58:00.923392Z,10.62,513.465127375,512159.766447,amplitude
289,20180101T200342Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T20:03:42.763392Z,50.68,669.852377898,3406355.10119,amplitude
290,20180101T200817Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T20:08:17.523392Z,21.42,554.225064473,1039101.24526,amplitude
291,20180101T200940Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T20:09:40.583392Z,56.0,700.549800947,3110261.72393,amplitude
292,20180101T201154Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T20:11:54.843392Z,7.56,401.080453617,179458.15398,amplitude
293,20180101T201531Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T20:15:31.703392Z,40.44,697.429992971,2154582.30399,amplitude
294,20180101T201937Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T20:19:37.043392Z,35.2,671.161769707,1676629.51299,amplitude
295,20180101T202118Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T20:21:18.503392Z,13.08,661.395051431,730952.884966,amplitude
296,20180101T202259Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T20:22:59.363392Z,17.22,572.306394425,845392.61143,amplitude
297,20180101T202839Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T20:28:39.103392Z,13.46,837.421670724,1210957.35969,amplitude
298,20180101T204035Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T20:40:35.023392Z,18.14,776.621796255,913413.708049,amplitude
299,20180101T204732Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T20:47:32.803392Z,8.18,580.638423679,401391.799229,amplitude
300,20180101T205321Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T20:53:21.963392Z,40.32,773.839145135,2165967.51756,amplitude
301,20180101T205553Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T20:55:53.003392Z,9.48,549.50100442,508294.294157,amplitude
302,20180101T210127Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T21:01:27.863392Z,58.42,726.199583493,6061258.6456,amplitude
303,20180101T210409Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T21:04:09.423392Z,60.74,748.263145689,5190166.23796,amplitude
304,20180101T210920Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T21:09:20.563392Z,4.88,687.51899656,388463.489724,amplitude
305,20180101T211053Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T21:10:53.583392Z,25.16,456.358721439,888422.638553,amplitude
306,20180101T211830Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T21:18:30.503392Z,9.62,607.08499762,615793.363507,amplitude
307,20180101T212721Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T21:27:21.663392Z,10.2,646.963964064,691229.493714,amplitude
308,20180101T213013Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T21:30:13.063392Z,9.52,592.382227879,444252.763465,amplitude
309,20180101T213159Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T21:31:59.003392Z,7.9,564.656063408,439382.972703,amplitude
310,20180101T213731Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T21:37:31.743392Z,25.02,899.757073131,1657380.31273,amplitude
311,20180101T214011Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T21:40:11.963392Z,36.42,757.008370722,3271389.93799,amplitude
312,20180101T214735Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T21:47:35.103392Z,27.78,597.490280897,1231467.45514,amplitude
313,20180101T215903Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T21:59:03.423392Z,21.0,489.629471774,759956.633399,amplitude
314,20180101T220336Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T22:03:36.803392Z,2.9,679.101769099,95927.4938452,amplitude
315,20180101T220514Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T22:05:14.103392Z,4.1,616.63763435,218243.660267,amplitude
316,20180101T220720Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T22:07:20.903392Z,13.68,508.627456729,683611.628242,amplitude
317,20180101T220915Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T22:09:15.103392Z,11.36,549.319428257,729490.339412,amplitude
318,20180101T221651Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T22:16:51.723392Z,4.28,690.680799406,366058.274195,amplitude
319,20180101T221923Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T22:19:23.223392Z,20.9,831.916247995,2628431.5244,amplitude
320,20180101T222144Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T22:21:44.683392Z,13.22,578.177538546,864985.877046,amplitude
321,20180101T222302Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T22:23:02.523392Z,14.34,972.549588295,1315225.37278,amplitude
322,20180101T222554Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T22:25:54.043392Z,4.88,615.781666384,170435.939111,amplitude
323,20180101T222832Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T22:28:32.243392Z,10.48,510.5213796,394887.409144,amplitude
324,20180101T223239Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T22:32:39.083392Z,42.56,623.879998927,2484061.04871,amplitude
325,20180101T223502Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T22:35:02.883392Z,15.16,751.263998747,1349395.56292,amplitude
326,20180101T223743Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T22:37:43.263392Z,11.24,535.334616091,605233.199194,amplitude
327,20180101T223930Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T22:39:30.983392Z,12.82,680.827607128,833879.985071,amplitude
328,20180101T224604Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T22:46:04.943392Z,25.46,553.915205688,1270508.47557,amplitude
329,20180101T225739Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T22:57:39.263392Z,15.56,657.865841869,813008.477772,amplitude
330,20180101T230131Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T23:01:31.183392Z,10.88,747.807357153,984887.63765,amplitude
331,20180101T230617Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T23:06:17.383392Z,51.68,738.043388842,4265599.4494,amplitude
332,20180101T231533Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T23:15:33.443392Z,77.04,748.093573243,5043417.8513,amplitude
333,20180101T231804Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T23:18:04.243392Z,10.58,744.791750166,486831.042043,amplitude
334,20180101T232124Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T23:21:24.543392Z,6.82,734.171916551,345176.607247,amplitude
335,20180101T232943Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T23:29:43.043392Z,5.58,532.011746336,342070.416675,amplitude
336,20180101T233216Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T23:32:16.503392Z,149.1,972.480202325,13105498.7936,amplitude
337,20180101T234004Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T23:40:04.583392Z,30.88,906.341888241,2339685.04807,amplitude
338,20180101T234730Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T23:47:30.583392Z,131.88,762.407595847,9585561.16973,amplitude
339,20180101T235456Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T23:54:56.543392Z,90.68,829.659597189,6929899.24551,amplitude
340,20180101T235802Z,DK.ILULI.,"['BHZ', 'BHN', 'BHE']",2018-01-01T23:58:02.183392Z,10.5,646.022384718,659287.833479,amplitude
