,event_id,stations,network_time,ref_time,ref_duration,attribute_24,attribute_25,attribute_26,attribute_27,attribute_28,attribute_29,attribute_30,attribute_34,attribute_35,attribute_36,attribute_37,attribute_38,attribute_39,attribute_40,attribute_68,attribute_69,attribute_70,attribute_71
10,20180101T004343Z,['DK.ILULI.'],0.0,2018-01-01T00:43:43.763392Z,14.8,3.51082902965,5.78385178678,0.0,-0.351069655965,0.954063452018,-0.91327255877,1.98798578339,9.88444231182,5.67900575971,5.31808654329,5.1791363574,12.7863078616,4.16998907502,12.0872188632,0.283657141163,131.538984854,75.9680899047,0.932176273519
11,20180101T004749Z,['DK.ILULI.'],0.0,2018-01-01T00:47:49.183392Z,81.42,3.84189058995,6.52724053292,0.0,-0.0373197440986,0.953063547181,-1.03616224599,2.11090119683,11.4080289582,6.99882104104,6.53016113499,6.24826384885,9.22259912261,3.94771616842,8.33497880201,0.0869899404767,127.290167579,24.3795715703,0.871215231202
12,20180101T005302Z,['DK.ILULI.'],0.0,2018-01-01T00:53:02.263392Z,29.92,3.59010286112,6.10359634976,0.0,-0.272757950769,0.953933430108,-0.871461416372,2.16219674452,10.5208513483,6.28232515678,5.88785549177,5.72377504168,12.6767122726,4.16181515763,11.9740690092,0.27189290826,154.203668205,86.7115031006,0.942014233391
13,20180101T010001Z,['DK.ILULI.'],0.0,2018-01-01T01:00:01.523392Z,63.02,3.68616758139,6.43056743016,0.0,-0.270179767609,0.957610923241,-0.909370926067,2.31244634176,11.1857254334,6.78618988245,6.37908173087,6.11235775877,12.0327037372,4.10597189859,11.3104798305,0.126045941354,143.511483963,41.6267458245,0.901801896798
14,20180101T010640Z,['DK.ILULI.'],0.0,2018-01-01T01:06:40.063392Z,76.92,3.84734080631,6.46088228119,0.0,0.0465538956461,0.949294037652,-0.928604642345,1.96636881952,11.2508903742,7.2542309869,6.68445474354,6.45978332657,9.58670557373,3.97338761038,8.72451228752,0.0586735646556,160.867200716,77.4082124663,0.698726778941
15,20180101T010912Z,['DK.ILULI.'],0.0,2018-01-01T01:09:12.543392Z,15.52,3.59965829868,5.90055725177,0.0,-0.320527913252,0.95426510096,-0.899505474225,2.01995884972,10.1143329432,5.94995201811,5.54362922832,5.42494938572,12.8534809002,4.16742154014,12.159135206,0.102517889731,171.811903158,20.4232707745,0.947970918852
16,20180101T011244Z,['DK.ILULI.'],0.0,2018-01-01T01:12:44.583392Z,11.9,3.61115627086,5.76041162492,0.0,-0.20441190569,0.954108687612,-0.739407698149,1.82965725495,9.83489288891,6.17257700743,5.79370737932,5.60270390427,13.1610043378,4.15885204812,12.4866322449,0.23529219118,156.678924692,72.2358072989,0.928781735592
17,20180101T011504Z,['DK.ILULI.'],0.0,2018-01-01T01:15:04.583392Z,9.08,3.67869831256,5.56188272362,0.0,0.0630798077074,0.951234763183,-0.749076859277,1.43959764477,9.47105006278,6.22317862543,5.86247665172,5.60952012749,11.5635281564,4.08672263589,10.8172954809,0.1503316876,150.174086096,52.3892964794,0.788357310153
18,20180101T011652Z,['DK.ILULI.'],0.0,2018-01-01T01:16:52.303392Z,59.74,3.70652406595,6.33482550452,0.0,-0.192841868146,0.954944244197,-0.808866093439,2.12698807414,11.0188797578,6.91046746772,6.54234366303,6.34129883251,12.442907873,4.14489509669,11.7322547268,0.268861125167,162.445404592,79.5912599662,0.740582793931
19,20180101T012204Z,['DK.ILULI.'],0.0,2018-01-01T01:22:04.323392Z,15.84,3.61563006894,5.89382634857,0.0,-0.258637394897,0.955492566977,-0.771356512348,1.96727648005,10.1029211438,6.2059738031,5.8334161402,5.65080413001,13.1883107098,4.16264920449,12.5141476329,0.293403389175,138.535004847,83.6129627259,0.955517678362
20,20180101T012413Z,['DK.ILULI.'],0.0,2018-01-01T01:24:13.703392Z,14.72,3.57017249192,5.85977943851,0.0,-0.338975258428,0.955564205382,-0.860038326964,2.02029182764,10.0327612098,5.91239230974,5.57812806028,5.34174029585,13.0688872785,4.15672372229,12.3902164063,0.11969457823,160.11394938,33.3285542317,0.955459006178
21,20180101T012610Z,['DK.ILULI.'],0.0,2018-01-01T01:26:10.203392Z,87.12,3.72762311505,6.48679518103,0.0,-0.193622528217,0.957807692858,-0.770903840344,2.21410387072,11.3112253186,7.18787357733,6.83058891529,6.65323378576,12.8287832677,4.15938516745,12.1357816047,0.151261805471,136.677345817,59.6842314018,0.702926458899
22,20180101T012915Z,['DK.ILULI.'],0.0,2018-01-01T01:29:15.463392Z,77.78,3.79847718368,6.41885088,0.0,-0.000727050714007,0.95809298929,-0.787658933574,1.98849619758,11.1799682891,7.29313340273,6.87738915924,6.68443112081,11.3153366592,4.08885588722,10.5507393695,0.0705640145588,153.415273588,68.4752930218,0.70508317005
23,20180101T013316Z,['DK.ILULI.'],0.0,2018-01-01T01:33:16.783392Z,7.56,3.47732741403,5.42610410426,0.0,-0.356151231258,0.953361657949,-0.94657676265,1.67225417766,9.21573028236,5.39454094924,4.92401523163,4.74575197863,12.520675237,4.1394721344,11.8166018313,0.503369999019,178.892005156,86.7133873024,0.94079172938
24,20180101T013522Z,['DK.ILULI.'],0.0,2018-01-01T01:35:22.983392Z,72.34,3.74565478557,6.40842459279,0.0,-0.0734468055836,0.9545613853,-1.01027463157,2.09630404341,11.1497620631,6.68217707512,6.34111335589,6.10502463214,9.74801683893,4.02253862019,8.87935894877,0.211323736704,47.9720367834,19.430226789,0.731792186782
25,20180101T013924Z,['DK.ILULI.'],0.0,2018-01-01T01:39:24.363392Z,52.6,3.79821948873,6.25160207219,0.0,0.0741883765714,0.950725251684,-0.72679826277,1.8251452315,10.8481115918,7.33895876632,6.85513905109,6.65336904121,11.5248300443,4.07575993175,10.780069041,0.113274150447,131.905225065,49.9334819062,0.763200673963
26,20180101T014300Z,['DK.ILULI.'],0.0,2018-01-01T01:43:00.183392Z,62.82,3.60126701403,6.30994674442,0.0,-0.260401984067,0.954886651128,-0.860452739177,2.25503432014,10.9574127529,6.79423091125,6.30950457351,6.09179442173,12.3674533496,4.1155607219,11.6625924348,0.126018463613,150.056253203,70.2979000425,0.819575337203
27,20180101T014527Z,['DK.ILULI.'],0.0,2018-01-01T01:45:27.343392Z,37.36,3.91421662681,6.27987216453,0.0,0.0746220331884,0.952262732432,-0.85413656306,1.78402353632,10.8912539998,7.17033006723,6.69129350639,6.49373218327,10.4267486258,4.0390756298,9.61264557567,0.12063219013,145.485513191,74.0639176885,0.868725211765
28,20180101T014900Z,['DK.ILULI.'],0.0,2018-01-01T01:49:00.143392Z,46.8,3.82200238343,6.27679660634,0.0,0.100398043124,0.944705796521,-0.933552714331,1.86587372451,10.8852501058,7.06935994256,6.4298114528,6.16117410155,9.20876338327,3.91174353641,8.33664114344,0.173486202844,144.906762728,26.6085916719,0.792469200884
29,20180101T015454Z,['DK.ILULI.'],0.0,2018-01-01T01:54:54.723392Z,19.16,3.91719301696,5.95064151665,0.0,0.191173688437,0.946189328817,-0.688682019746,1.41804848963,10.2502727695,7.29775910825,6.75557252689,6.55191140622,11.1578061434,4.04960802164,10.3969857557,0.302390332007,140.20529638,24.5873353824,0.689066789288
30,20180101T020005Z,['DK.ILULI.'],0.0,2018-01-01T02:00:05.783392Z,20.8,3.87138989477,6.02807370934,0.0,0.12199567677,0.937043489601,-1.01594333071,1.62121914557,10.3919935622,6.80631013942,5.99476188998,5.72982714879,8.45057562229,3.83493104835,7.53030757689,0.0627390171455,134.888818464,43.4553959128,0.761646518083
31,20180101T020202Z,['DK.ILULI.'],0.0,2018-01-01T02:02:02.443392Z,13.38,3.56599756058,5.75550207412,0.0,-0.19891948014,0.957639959797,-0.719254253528,1.86126180751,9.82641071599,6.12921483205,5.77284768082,5.61488819428,13.3186349418,4.16965534281,12.6491110769,0.314735152972,110.903192537,44.8815253037,0.91813227926
32,20180101T020455Z,['DK.ILULI.'],0.0,2018-01-01T02:04:55.343392Z,17.62,3.86563503331,5.88420445297,0.0,0.174810509493,0.946152885677,-0.828218709945,1.42424384016,10.1176404986,6.90381303315,6.30734824154,6.12086848614,9.9776554464,3.9860356723,9.14686437126,0.342822857755,136.15741108,43.7661841034,0.744571575163
33,20180101T020831Z,['DK.ILULI.'],0.0,2018-01-01T02:08:31.923392Z,117.7,4.02653892279,6.74343690384,0.0,0.0970349978936,0.943333767421,-1.14385921867,1.9995397327,11.8268799018,7.59496113223,6.80034604282,6.45949088638,7.22194602477,3.6916843147,6.20709040576,0.065061749859,94.1505976873,9.64653029806,0.81786730222
34,20180101T021423Z,['DK.ILULI.'],0.0,2018-01-01T02:14:23.323392Z,15.48,3.952734339,5.99414234688,0.0,0.0716146159678,0.953078237914,-0.890126354941,1.52921721101,10.3369985705,6.81771850403,6.33732603086,6.14890467062,10.2806278461,4.02905008002,9.45822733724,0.247381133809,136.857691319,30.0861861082,0.821525064076
35,20180101T021820Z,['DK.ILULI.'],0.0,2018-01-01T02:18:20.483392Z,26.8,3.95796656533,6.19507312931,0.0,0.109894722354,0.940151063877,-1.1178754934,1.68093212468,10.7335070563,6.84818186327,6.06816069339,5.86918623331,7.78659779876,3.80513539409,6.79353000378,0.154032156647,151.05023524,45.5230828201,0.787462423829
36,20180101T022202Z,['DK.ILULI.'],0.0,2018-01-01T02:22:02.123392Z,16.36,3.97182120571,5.97508675882,0.0,0.209506839698,0.949423920906,-0.778824603786,1.42260963129,10.2956987636,7.17330637916,6.6191550603,6.42334303426,10.3846257255,3.98787201112,9.58839550088,0.318656429548,152.186874311,29.8113446616,0.730490418247
37,20180101T022537Z,['DK.ILULI.'],0.0,2018-01-01T02:25:37.483392Z,22.86,3.94840528508,6.09239644402,0.0,0.146775458221,0.939270821633,-0.964225626474,1.56149262104,10.5290667883,7.04506165119,6.28405998774,6.0222214027,8.60749867356,3.86679959265,7.69005164648,0.312136605397,142.074021952,44.4176759518,0.701127032028
38,20180101T022900Z,['DK.ILULI.'],0.0,2018-01-01T02:29:00.343392Z,25.08,4.00740449499,6.16245305786,0.0,0.159055441578,0.941784310575,-0.920264407907,1.55071277172,10.676341765,7.2585653884,6.5680587817,6.36349524463,9.29121739773,3.92640542632,8.4208111937,0.285827414477,148.844165885,40.9948536236,0.747210459659
39,20180101T023244Z,['DK.ILULI.'],0.0,2018-01-01T02:32:44.463392Z,27.66,3.93614715602,6.16045461947,0.0,0.116825027204,0.944451526743,-0.97357266593,1.63534903406,10.6592240156,6.96901073462,6.36899086493,6.14177924569,8.99870479943,3.92544897301,8.09737849107,0.305070288706,129.681503658,32.9095988079,0.769743385834
40,20180101T023617Z,['DK.ILULI.'],0.0,2018-01-01T02:36:17.883392Z,22.92,3.92966992839,6.07312091101,0.0,0.186349516163,0.948293489382,-0.838749851063,1.55241531107,10.4834092096,7.16981920918,6.55179150549,6.33549259309,9.86216064471,3.95633679772,9.03380383477,0.379934012207,141.49900701,30.2003811441,0.607941277231
41,20180101T024008Z,['DK.ILULI.'],0.0,2018-01-01T02:40:08.863392Z,40.72,4.0978404144,6.39770129952,0.0,0.197012939744,0.937494837094,-0.944475755083,1.62660785456,11.1414292562,7.72412457603,6.89632999352,6.65492696526,8.66177120685,3.83717756084,7.76545869903,0.278795999839,140.515541471,23.8507722991,0.787993215959
42,20180101T024350Z,['DK.ILULI.'],0.0,2018-01-01T02:43:50.403392Z,20.02,3.98581661343,6.04590828071,0.0,0.191881733641,0.944927874777,-0.805716820675,1.4568174923,10.4446687835,7.29587124925,6.67254342969,6.45253230892,10.1166658949,3.97908520963,9.30128000454,0.377316754882,145.016398788,27.8717576426,0.764494969456
43,20180101T024527Z,['DK.ILULI.'],0.0,2018-01-01T02:45:27.503392Z,11.64,3.63173609444,5.83568909547,0.0,-0.331907165078,0.954713679112,-0.850353416686,1.94725866659,9.98195123587,5.95228976501,5.57496644918,5.39097402139,13.0444725547,4.1605803349,12.3631644617,0.225627995949,72.6540058737,29.716913513,0.909288346369
44,20180101T024705Z,['DK.ILULI.'],0.0,2018-01-01T02:47:05.443392Z,23.42,4.06190499848,6.17930831203,0.0,0.188770017474,0.936333299266,-0.930771995929,1.50936916657,10.7158075642,7.42275488575,6.61573360997,6.39666896718,8.97039552935,3.87168195238,8.09185237214,0.494987370094,145.460195344,34.4517906938,0.75408397302
45,20180101T025017Z,['DK.ILULI.'],0.0,2018-01-01T02:50:17.043392Z,25.06,4.00647088247,6.15253306328,0.0,0.195814740861,0.936130433404,-0.87201479131,1.52423137873,10.6485752285,7.50931686827,6.64614585561,6.44646579784,9.42272445618,3.90491381549,8.57551072944,0.321655944892,137.268697948,52.5062818987,0.622166328837
46,20180101T025250Z,['DK.ILULI.'],0.0,2018-01-01T02:52:50.103392Z,28.46,4.12591473721,6.33425817711,0.0,0.214813757215,0.928034698547,-1.01227428441,1.60981065143,11.0260183238,7.79460574679,6.58555060027,6.2461127671,7.63482797277,3.64276877919,6.70975661221,0.48210162503,148.623259834,37.2145510388,0.874199804469
47,20180101T025446Z,['DK.ILULI.'],0.0,2018-01-01T02:54:46.683392Z,128.28,4.437567779,6.87555258386,0.0,0.282448886888,0.944226018755,-0.517892040688,1.43798723112,12.1340088367,9.69782834255,8.95728595186,8.29013588699,10.2087192994,3.79927289895,9.47541424806,0.201870697193,143.883364153,33.0343642221,0.63428844633
48,20180101T030617Z,['DK.ILULI.'],0.0,2018-01-01T03:06:17.983392Z,7.0,3.63687028075,5.55128516399,0.0,-0.168926930559,0.954716758044,-0.689660628858,1.59140768226,9.42232240008,6.10538089708,5.71508099299,5.56920910279,13.4338158559,4.17405054548,12.7688962129,0.374234979368,130.29730074,86.1342042815,0.993123128461
49,20180101T031733Z,['DK.ILULI.'],0.0,2018-01-01T03:17:33.403392Z,18.24,3.70053039989,6.04207160721,0.0,-0.295325418341,0.95483520711,-0.850608486643,2.03809147033,10.4040007998,6.30201412021,5.90487424103,5.75367724126,12.9534506971,4.16060035724,12.267081545,0.25415445359,123.564562726,30.5052627156,0.973401159101
50,20180101T033046Z,['DK.ILULI.'],0.0,2018-01-01T03:30:46.703392Z,49.56,3.68952134711,6.33968919113,0.0,-0.192778217408,0.958302073902,-0.74265501646,2.21918189807,10.9952301423,6.89747432845,6.54864144675,6.35146454815,12.9149852843,4.15518798251,12.2282974172,0.184862502205,146.557094015,69.9040185067,0.867548497551
51,20180101T033253Z,['DK.ILULI.'],0.0,2018-01-01T03:32:53.023392Z,79.2,3.73560648681,6.48444281009,0.0,-0.195449996971,0.925376784637,-0.838664845075,2.23467247229,11.3062158634,7.63177382934,6.67222584582,6.33889131607,11.5122704688,3.99898532022,10.7953919686,0.164579433248,107.75573467,34.0080589574,0.813773653313
52,20180101T034223Z,['DK.ILULI.'],0.0,2018-01-01T03:42:23.103392Z,9.74,3.59007411346,5.66712325043,0.0,-0.216358310128,0.95412620418,-0.742612325083,1.77095094725,9.64840393606,6.0599563974,5.64952577364,5.52746979803,13.3965880912,4.17841382872,12.7282925156,0.326469886899,160.701189261,35.7833261123,0.954240120399
53,20180101T034841Z,['DK.ILULI.'],0.0,2018-01-01T03:48:41.263392Z,8.66,3.53357000861,5.56406485433,0.0,-0.244839655815,0.954269814256,-0.756303389988,1.73280385385,9.44720078052,5.86202425932,5.45622565963,5.33219921637,13.4499626366,4.18128227064,12.7835196053,0.270258765628,61.1482421436,27.6935640265,0.980994923365
54,20180101T035311Z,['DK.ILULI.'],0.0,2018-01-01T03:53:11.883392Z,7.48,3.4699458189,5.45759044946,0.0,-0.222116668659,0.955148329468,-0.753766325407,1.70758839654,9.23089854567,5.66924093631,5.28344269828,5.12489834636,13.2908875996,4.16811650625,12.620400072,0.302168980343,104.288690443,16.681145338,0.951367641757
55,20180101T035458Z,['DK.ILULI.'],0.0,2018-01-01T03:54:58.063392Z,78.7,3.68694856491,6.50015910346,0.0,-0.257239382743,0.955869202906,-0.867291152003,2.36063687134,11.331671134,6.89557351347,6.53642893963,6.35441088272,12.5113639467,4.1438327845,11.8052055324,0.116201843521,156.769358571,83.2136339448,0.835512579023
56,20180101T035903Z,['DK.ILULI.'],0.0,2018-01-01T03:59:03.003392Z,13.48,3.59355207895,5.80990545435,0.0,-0.253490016536,0.955015740807,-0.782922601593,1.91194067216,9.93417579111,6.07783424548,5.69063811713,5.53591218941,13.1231723755,4.16457725441,12.444836258,0.16674310235,155.415039456,69.6884088533,0.976277643481
57,20180101T040100Z,['DK.ILULI.'],0.0,2018-01-01T04:01:00.103392Z,9.46,3.52310697335,5.59927250478,0.0,-0.243716059766,0.952445169982,-0.753699517116,1.78520143344,9.51592051859,5.87000835211,5.49685926676,5.29413115467,13.303563059,4.16235082162,12.6356490021,0.071972164758,122.82627871,67.0584989578,0.95363776032
58,20180101T040553Z,['DK.ILULI.'],0.0,2018-01-01T04:05:53.903392Z,10.98,3.6033368422,5.7527766185,0.0,-0.262853561153,0.956914067588,-0.7818422657,1.86762506516,9.82197571038,6.00373387648,5.63292696581,5.45794579186,13.2102236007,4.16527819181,12.536365708,0.220488382982,117.094440301,75.1244969466,0.950789417776
59,20180101T040901Z,['DK.ILULI.'],0.0,2018-01-01T04:09:01.323392Z,27.6,3.56345639645,6.01657801597,0.0,-0.290000656637,0.951361517169,-0.860754904227,2.09213375338,10.3630040439,6.17762119725,5.81408521436,5.65890985899,12.7347370097,4.15956303739,12.0362603014,0.34263906873,120.862571679,24.0566680906,0.90250635143
60,20180101T041701Z,['DK.ILULI.'],0.0,2018-01-01T04:17:01.083392Z,19.94,3.63649961687,6.02970723756,0.0,-0.298617618659,0.955231539761,-0.817850398485,2.09699549114,10.3733988763,6.23642300186,5.90141609404,5.70760440728,13.0655986413,4.16263891049,12.3847610052,0.161904627994,113.82374338,17.1159366949,0.971354838288
61,20180101T042019Z,['DK.ILULI.'],0.0,2018-01-01T04:20:19.543392Z,130.76,3.71710924096,6.65464693569,0.0,-0.227433125194,0.955902917897,-0.829044181066,2.3851382534,11.6366901068,7.19659507049,6.91090016589,6.7711696741,12.5989667164,4.15916158618,11.8926589634,0.0296420864222,40.7337201486,18.7184696135,0.547683218366
62,20180101T042411Z,['DK.ILULI.'],0.0,2018-01-01T04:24:11.543392Z,23.42,3.57510201516,6.02752292844,0.0,-0.337903608302,0.954895219478,-0.880678450418,2.1467393346,10.3696615172,6.04560984149,5.71208527877,5.54762622596,12.8828949515,4.17162538581,12.188786813,0.2182203751,160.133965259,68.6775391605,0.969138495148
63,20180101T042708Z,['DK.ILULI.'],0.0,2018-01-01T04:27:08.883392Z,63.0,3.64228921336,6.28829880494,0.0,-0.179578367654,0.956452219107,-0.641641582591,2.14101278056,10.9271795346,6.92287665623,6.729956787,7.02887878681,14.5104592645,4.26304508426,13.8701072338,0.230490893076,144.848116959,44.4006364947,0.82157401238
64,20180101T043122Z,['DK.ILULI.'],0.0,2018-01-01T04:31:22.183392Z,10.4,3.58282024356,5.63818074408,0.0,-0.191804623993,0.952148673221,-0.725631146,1.71062257133,9.60208032056,6.08616216193,5.71840066399,5.55322525897,13.3433390443,4.17144324595,12.674531869,0.4034128585,140.598403455,33.6462776527,0.973164763701
65,20180101T043354Z,['DK.ILULI.'],0.0,2018-01-01T04:33:54.643392Z,9.08,3.51142784447,5.5741331153,0.0,-0.209506183369,0.953838859383,-0.741555852147,1.77084127814,9.4597736167,5.85779527498,5.49150218319,5.33167686469,13.3665082302,4.173308742,12.6983084075,0.0522988613665,139.083727737,86.5689372538,0.96761066783
66,20180101T043653Z,['DK.ILULI.'],0.0,2018-01-01T04:36:53.603392Z,83.46,3.67556049717,6.45182373022,0.0,-0.213983289954,0.953318480061,-0.820349127489,2.2631738191,11.2373757059,7.00839394016,6.60311367722,6.42525174274,12.4938233854,4.14842642406,11.7849981328,0.0922023825864,132.507727969,59.0263251975,0.750503896168
67,20180101T044100Z,['DK.ILULI.'],0.0,2018-01-01T04:41:00.703392Z,17.68,3.59931102065,5.93242899294,0.0,-0.299970654398,0.953372204804,-0.840139925301,2.02863813742,10.1786779305,6.10250740736,5.73337487615,5.57602504772,13.0764220299,4.16629617957,12.3949501511,0.265479768065,136.326527134,53.4164314363,0.875763611462
68,20180101T044352Z,['DK.ILULI.'],0.0,2018-01-01T04:43:52.983392Z,12.78,3.56453065935,5.75525253312,0.0,-0.266226131871,0.95459933991,-0.794418388941,1.88594362571,9.82803990243,6.01022679011,5.6130559941,5.45145693856,13.1893132414,4.16650214565,12.5139219931,0.369121324296,147.418343535,52.2990628478,0.941097896657
69,20180101T044751Z,['DK.ILULI.'],0.0,2018-01-01T04:47:51.423392Z,3.8,3.42823165277,5.07019171366,0.0,-0.12197333028,0.95339842992,-0.673067101123,1.31126964652,8.47101523465,5.46020022153,5.07170882013,4.94684252187,13.3834363059,4.1788630919,12.7143018138,0.400087080408,169.508729034,62.4569369327,0.989337416423
70,20180101T044932Z,['DK.ILULI.'],0.0,2018-01-01T04:49:32.563392Z,6.98,3.5547558572,5.44645482235,0.0,-0.15136014793,0.9566362029,-0.68366988827,1.55288944719,9.22055747786,5.91943746608,5.55851018631,5.39819208682,13.3477583283,4.16742673357,12.6805049903,0.323372043026,163.26298797,68.5685822401,0.97412351077
71,20180101T045744Z,['DK.ILULI.'],0.0,2018-01-01T04:57:44.763392Z,26.1,3.58875901195,6.0490500089,0.0,-0.264180786291,0.954510336633,-0.823697740642,2.11674665574,10.4141241848,6.2880933101,5.91299043308,5.71419312279,12.8218838846,4.15082004165,12.1314219831,0.288882144021,123.83279236,23.0274832668,0.838761280944
72,20180101T050220Z,['DK.ILULI.'],0.0,2018-01-01T05:02:20.823392Z,56.38,3.62991545815,6.31558019246,0.0,-0.292431551127,0.955512668857,-0.928360340037,2.26004381318,10.9727846627,6.55696963645,6.13044279845,5.93776682688,12.2194553612,4.14055923267,11.4965585531,0.0927121169327,133.843780241,62.5606234793,0.852699558053
73,20180101T050820Z,['DK.ILULI.'],0.0,2018-01-01T05:08:20.403392Z,29.96,3.61844530011,6.14060637435,0.0,-0.25341163831,0.954319745746,-0.80002651611,2.18138913901,10.5971671003,6.4738318757,6.06942330842,5.92032086379,13.0506978794,4.16115632581,12.3695389232,0.126704659632,144.464324923,44.9664668002,0.959318356132
74,20180101T051105Z,['DK.ILULI.'],0.0,2018-01-01T05:11:05.263392Z,4.62,3.44102711174,5.18151111755,0.0,-0.171047816538,0.953197314723,-0.708122415497,1.42522972043,8.69206155067,5.47235145384,5.08748750519,4.96211135217,13.3582956978,4.18388090005,12.6861816385,0.595041588645,166.933513316,75.33420993,0.889400880807
75,20180101T051409Z,['DK.ILULI.'],0.0,2018-01-01T05:14:09.163392Z,8.8,3.55441205305,5.60899410987,0.0,-0.326377540074,0.953074815645,-0.890974657308,1.7834264986,9.54467017937,5.66447001361,5.28158591897,5.06533048579,12.9431550405,4.15174569618,12.2592116417,0.390578627071,0.266419972423,59.39126883,0.966635762871
76,20180101T051811Z,['DK.ILULI.'],0.0,2018-01-01T05:18:11.803392Z,25.54,3.63191291596,6.08699574258,0.0,-0.15687322975,0.95562337936,-0.805734938741,2.11041207818,10.4847311247,6.48754461671,6.06398015001,5.91047084107,12.6372226347,4.15235229315,11.9355505258,0.21695212713,123.314418839,73.3627113722,0.9629686634
77,20180101T052016Z,['DK.ILULI.'],0.0,2018-01-01T05:20:16.403392Z,13.76,3.59894294544,5.80925328967,0.0,-0.203911018742,0.961296970161,-0.684906146496,1.88925985534,9.93139764268,6.28230558357,5.90462230852,5.73216449884,13.3715759133,4.16526279362,12.7062830231,0.231260400725,77.455351797,14.8274194374,0.947419218362
78,20180101T052232Z,['DK.ILULI.'],0.0,2018-01-01T05:22:32.103392Z,11.24,3.54134024915,5.71519944685,0.0,-0.279639608624,0.954115331765,-0.766883733116,1.90351934538,9.74275181346,5.95112820604,5.57280161812,5.34418953127,13.2868176425,4.15143913809,12.6216114719,0.180034651917,137.278487022,37.4892984458,0.962795504731
79,20180101T052413Z,['DK.ILULI.'],0.0,2018-01-01T05:24:13.463392Z,8.56,3.46156880686,5.47370724382,0.0,-0.18902341022,0.950430509049,-0.718665978848,1.69976604372,9.26471734692,5.77559486087,5.38448176923,5.24361776663,13.3567037741,4.17276954669,12.6881649587,0.113830751521,121.239968053,42.2832780358,0.954813904172
